Produce_Type,Harvest_Date,Measurement_Date,Initial_Brix_Level,Initial_Weight,Initial_Damage_Score,Pretreatment,Avg_Temp_C,Avg_Humidity_%,Packaging,Age_at_Measurement,Remaining_Shelf_Life_Days
strawberry,2025-10-28,2025-11-02,9.5,286.5,1.24,pre-cooled,8.999666137956824,77.65111500801245,carton,5,5.403313822787677
apple,2025-08-24,2025-11-02,14.1,182.1,,waxed,3.2269096798075223,62.31202087471109,sealed_punnet,70,0.0
grape,2025-09-04,2025-11-02,17.2,56.04,0.59,pre-cooled,14.083998596557503,80.7377377242802,perforated_bag,59,0.0
apple,2025-10-16,2025-11-04,10.7,235.6,,waxed,18.675531032893023,73.03798339920918,perforated_bag,19,14.403978558421077
strawberry,2025-10-16,2025-11-03,8.8,157.4,,waxed,13.842149042173844,41.37632385302205,loose,18,0.0
orange,2025-09-27,2025-11-02,10.8,226.9,0.9,washed,6.279058658642996,,perforated_bag,36,0.0
orange,2025-11-01,2025-11-04,30.0,134.7,1.22,waxed,7.730751541211067,91.9271343308125,carton,3,28.76390944850177
banana,2025-09-10,2025-11-03,23.2,177.3,,washed,8.838617063314821,52.1712613488039,perforated_bag,54,0.0
strawberry,2025-09-22,2025-11-03,7.4,79.62,2.83,none,1.4633222282635074,62.276949867380175,perforated_bag,42,0.0
tomato,2025-09-13,2025-11-02,5.4,154.7,0.26,washed,13.411768516340544,70.72196115868235,loose,50,0.0
orange,2025-09-17,2025-11-02,12.7,150.7,1.0,washed,2.9882339468955066,86.45001478521985,carton,46,0.0
apple,2025-09-01,2025-11-03,11.5,149.6,4.07,,6.049508224564695,64.81844793491128,loose,63,0.0
orange,2025-09-04,2025-11-04,10.9,226.1,0.5,,9.691714434045142,100.0,perforated_bag,61,0.0
apple,2025-10-12,2025-11-04,11.4,228.6,0.5,,4.343639755234235,85.06239556758379,sealed_punnet,23,20.32035742338293
banana,2025-09-08,2025-11-03,18.4,111.5,1.5,washed,0.8173168870909926,80.30986829362003,carton,56,0.0
apple,2025-10-30,2025-11-02,14.0,183.1,0.97,washed,11.316105664704649,59.18279310789385,loose,3,34.19170075039027
orange,2025-10-10,2025-11-04,10.2,172.8,4.11,,6.453059658972932,91.05934138728762,carton,25,3.839340005154285
grape,2025-09-13,2025-11-02,19.1,191.9,2.53,pre-cooled,3.430869965094229,93.43387164071859,perforated_bag,50,0.0
strawberry,2025-08-27,2025-11-03,7.5,310.2,1.29,pre-cooled,10.140499698648272,59.80286912722829,loose,68,0.0
strawberry,2025-09-08,2025-11-03,9.8,382.0,0.72,waxed,,75.4308374220212,carton,56,0.0
grape,2025-10-20,2025-11-03,20.4,156.2,0.63,waxed,7.98088334303807,,carton,14,2.0964748534428597
apple,2025-10-06,2025-11-03,,210.9,0.49,none,5.521858302640139,82.53650442539258,loose,28,9.82338522985717
apple,2025-08-19,2025-11-04,12.3,122.4,0.89,pre-cooled,,66.46944206485078,loose,77,0.0
grape,2025-09-01,2025-11-04,23.5,470.2,0.61,none,6.449928868365793,,perforated_bag,64,0.0
potato,2025-08-20,2025-11-04,7.9,324.4,1.22,waxed,6.021095393548649,76.91061817281303,carton,76,0.0
grape,2025-09-19,2025-11-04,20.2,397.0,,washed,11.698633641110286,,loose,46,0.0
orange,2025-10-08,2025-11-02,11.7,140.6,,pre-cooled,6.086042087096603,80.22045536244708,carton,25,7.5704091136498795
tomato,2025-08-31,2025-11-04,4.8,149.2,0.79,none,1.9925487611186643,70.17987401369359,perforated_bag,65,0.0
tomato,2025-11-02,2025-11-03,5.6,187.7,1.65,washed,13.396922467003032,83.48002148658408,loose,1,12.049266858729277
orange,2025-09-10,2025-11-04,10.0,179.3,0.52,pre-cooled,22.129818012745346,,loose,55,0.0
potato,2025-11-01,2025-11-02,4.8,170.0,,none,,69.2340907451419,carton,1,45.14131183238411
potato,2025-10-04,2025-11-03,7.5,204.7,4.02,washed,8.343268883958022,73.8522302502583,loose,30,16.746766616805697
grape,2025-09-18,2025-11-04,,302.1,0.96,washed,7.356184997745775,100.0,loose,47,0.0
strawberry,2025-08-30,2025-11-04,,,0.63,none,8.130388186545328,82.00054903554154,perforated_bag,66,0.0
potato,2025-10-01,2025-11-02,,293.3,4.7,waxed,4.92015400556026,64.52467218963,carton,32,19.084036589424613
apple,2025-09-28,2025-11-02,12.8,243.6,1.03,washed,6.667142221002445,100.0,loose,35,2.777986992131309
potato,2025-08-22,2025-11-04,6.3,252.7,0.54,washed,2.8760483050502277,66.44031548036146,perforated_bag,74,0.0
apple,2025-09-17,2025-11-03,13.8,,1.39,none,6.761928476568483,67.38740758867507,sealed_punnet,47,0.0
apple,2025-11-02,2025-11-04,13.5,218.5,0.4,waxed,19.509692743992336,,loose,2,33.70786023256252
tomato,2025-10-07,2025-11-02,3.8,189.7,0.19,pre-cooled,12.069354167885908,72.66911157982004,,26,0.0
grape,2025-10-15,2025-11-02,18.8,432.5,0.37,washed,6.948870354739335,77.36023403384762,loose,18,0.0
tomato,2025-10-26,2025-11-02,5.7,104.2,1.86,waxed,14.022321814421623,71.36232927616824,loose,7,7.079069547183697
grape,2025-10-02,2025-11-04,,,1.75,washed,4.308390292484001,76.8323559903509,carton,33,0.0
potato,2025-09-21,2025-11-03,6.6,243.3,2.16,waxed,6.3309649414432645,74.6153560949669,carton,43,9.661348553286933
potto,2025-09-24,2025-11-04,4.0,183.5,1.75,washed,10.309705055180512,82.15414041244044,sealed_punnet,41,8.48944593729073
grape,2025-08-20,2025-11-03,17.3,283.5,1.17,none,14.91875071831505,77.29480062495051,loose,75,0.0
banana,2025-10-28,2025-11-04,19.1,121.2,0.75,washed,4.76196653862431,73.09881047069388,loose,7,3.900531495894634
banana,2025-08-27,2025-11-02,18.9,177.2,0.92,washed,9.225512196851954,67.89689251873706,sealed_punnet,67,0.0
banana,2025-09-01,2025-11-03,19.5,143.0,5.0,,7.715655468858745,67.48106370096677,perforated_bag,63,0.0
tomato,2025-08-29,2025-11-04,5.8,82.3,2.36,pre-cooled,-1.0,54.44027611307247,perforated_bag,67,0.0
apple,2025-08-25,2025-11-03,11.9,124.8,1.78,waxed,10.056127105995413,93.47639708025694,sealed_punnet,70,0.0
orange,2025-08-21,2025-11-02,11.2,234.5,0.99,pre-cooled,3.3027526540186987,60.238773950873096,perforated_bag,73,0.0
ornge,2025-10-01,2025-11-03,9.2,246.4,1.04,waxed,12.082632070672755,69.69193065213659,loose,33,0.0
grape,2025-09-09,2025-11-04,17.1,194.5,1.87,washed,7.973282725633998,83.16412397657115,carton,56,0.0
potato,2025-09-12,2025-11-02,6.3,248.4,1.87,,10.65557250438454,66.71932806774014,perforated_bag,51,0.0
grape,2025-09-06,2025-11-04,,492.3,,washed,5.382118312532502,55.140385683098955,sealed_punnet,59,0.0
grape,2025-09-27,2025-11-04,21.2,284.3,3.66,washed,0.9421523967922489,62.35766018155612,sealed_punnet,38,0.0
orange,2025-09-09,2025-11-03,10.0,128.2,1.29,waxed,16.342514354942317,74.27864123823754,perforated_bag,55,0.0
strawberry,2025-08-31,2025-11-02,6.6,264.6,1.04,pre-cooled,5.2637928222382255,58.9707608680901,carton,63,0.0
apple,2025-08-20,2025-11-03,14.9,196.8,0.87,none,,92.24295447433458,perforated_bag,75,0.0
tomato,2025-08-20,2025-11-03,6.1,178.8,4.42,none,,78.91629055549109,loose,75,0.0
grape,2025-09-09,2025-11-02,22.5,476.9,0.8,none,8.115037713739913,74.29730965823329,carton,54,0.0
tomato,2025-09-05,2025-11-03,6.1,131.7,,waxed,13.714975570356529,68.96474700108814,loose,59,0.0
tomato,2025-08-22,2025-11-02,5.1,119.4,,washed,10.36047921127716,77.64274231481909,sealed_punnet,72,0.0
strawberry,2025-10-15,2025-11-02,7.7,164.5,,waxed,9.706779369217497,87.0843600097144,perforated_bag,18,0.0
apple,2025-09-18,2025-11-03,13.1,222.6,0.27,pre-cooled,9.126235083962936,49.98551337080755,loose,46,0.0
banana,2025-09-12,2025-11-03,19.2,135.8,2.03,none,7.105644317253894,67.08624307985987,carton,52,0.0
strawberry,2025-10-01,2025-11-02,7.3,177.7,,washed,17.466114485354368,43.55326518955037,loose,32,0.0
potato,2025-09-15,2025-11-03,5.0,244.5,3.34,pre-cooled,11.400685614390877,61.696047669120354,sealed_punnet,49,1.022267484391254
apple,2025-09-14,2025-11-04,14.6,180.1,2.42,waxed,8.288590683559356,62.28309858480696,sealed_punnet,51,0.0
potato,2025-09-08,2025-11-02,6.9,225.4,0.35,none,7.240925083232414,76.80729528142322,sealed_punnet,55,0.0
apple,2025-08-23,2025-11-04,15.1,191.9,0.5,waxed,12.250509989551954,84.22427750618311,perforated_bag,73,0.0
strawberry,2025-10-07,2025-11-02,8.0,344.0,0.61,washed,,65.97479160986057,carton,26,0.0
tomato,2025-10-10,2025-11-03,5.7,131.3,4.03,,-1.0,88.01625638130389,carton,24,0.0
potato,2025-10-02,2025-11-03,5.5,194.6,0.05,waxed,7.6411192435982045,62.058479875323954,perforated_bag,32,18.562619112481745
apple,2025-10-24,2025-11-03,10.5,135.3,1.46,washed,9.169010438305078,76.36846007987856,perforated_bag,10,27.445780665430785
banana,2025-10-03,2025-11-02,21.3,118.6,0.74,waxed,5.438644828084,79.12906090470428,carton,30,0.0
apple,2025-09-16,2025-11-02,,229.2,0.32,washed,10.178594069254132,95.0,,47,0.0
grape,2025-08-17,2025-11-04,20.8,181.2,1.59,pre-cooled,4.266271525044476,71.51221350711121,carton,79,0.0
banana,2025-10-26,2025-11-03,22.9,138.4,1.77,waxed,,66.1904741652341,carton,8,3.4613436928958845
strawberry,2025-09-15,2025-11-04,9.7,251.3,3.79,waxed,1.7781904216843678,69.41699083964119,carton,50,0.0
tomato,2025-09-06,2025-11-04,5.4,80.1,1.67,washed,7.493438299239927,93.89978644402257,carton,59,0.0
tomato,2025-09-30,2025-11-04,5.2,190.3,0.35,waxed,,54.90713612482961,loose,35,0.0
orange,2025-10-06,2025-11-02,11.1,221.7,0.21,none,5.444967367504338,51.354846301441626,sealed_punnet,27,4.958290352914178
grape,2025-08-21,2025-11-02,16.1,423.3,2.4,none,14.651614407184443,90.51475734892362,loose,73,0.0
grape,2025-09-02,2025-11-04,17.3,318.4,4.67,none,4.866038633299802,66.0700948291977,perforated_bag,63,0.0
banana,2025-10-02,2025-11-04,22.5,123.5,1.58,none,8.287023792051931,73.85587086466785,loose,33,0.0
grape,2025-09-22,2025-11-02,21.5,395.9,0.93,pre-cooled,,66.27216572146325,sealed_punnet,41,0.0
strawberry,2025-09-11,2025-11-04,6.0,277.0,0.55,pre-cooled,9.159207024981441,,loose,54,0.0
grape,2025-09-30,2025-11-04,19.1,,0.06,,9.050733831787346,69.89268317983587,,35,0.0
orange,2025-10-24,2025-11-03,9.8,31.560000000000002,1.06,pre-cooled,18.644941925407714,64.36805859046625,loose,10,16.68855639830946
apple,2025-08-19,2025-11-03,10.9,153.4,2.2,none,5.315993018755447,85.87791711437109,perforated_bag,76,0.0
grape,2025-08-28,2025-11-02,21.3,218.1,0.58,waxed,9.876960405315772,100.0,carton,66,0.0
banana,2025-09-29,2025-11-02,22.1,158.4,2.05,pre-cooled,9.003891027345757,58.4150141815333,loose,34,0.0
banana,2025-09-05,2025-11-02,24.0,151.3,1.97,washed,7.997507292400513,,perforated_bag,58,0.0
apple,2025-11-01,2025-11-04,15.5,178.0,1.32,washed,6.7417411991379135,81.11413468915099,sealed_punnet,3,38.52252088444723
potato,2025-10-23,2025-11-02,4.0,221.4,1.52,none,3.1540013284698003,70.3637216002421,sealed_punnet,10,41.71843131694288
orange,2025-08-23,2025-11-03,12.9,,2.91,pre-cooled,,84.23014819233018,carton,72,0.0
banana,2025-10-04,2025-11-04,24.0,140.4,0.79,none,6.532549860731183,66.51009152081787,sealed_punnet,31,0.0
tomto,2025-09-24,2025-11-02,5.2,146.3,3.45,none,6.600368678103155,83.24690350210867,perforated_bag,39,0.0
tomato,2025-11-02,2025-11-02,6.7,138.5,0.58,pre-cooled,5.871588126034314,67.28056536281048,sealed_punnet,0,17.840473653215
tomato,2025-10-09,2025-11-02,4.6,150.5,2.11,,,67.99979707064423,sealed_punnet,24,0.0
apple,2025-10-29,2025-11-02,10.1,164.5,1.47,washed,,91.69951282978695,,4,34.78794223411149
tomato,2025-09-11,2025-11-04,5.2,95.3,3.62,pre-cooled,13.006629838108068,55.40817182026179,loose,54,0.0
potato,2025-10-15,2025-11-04,4.6,,1.74,none,8.852530798020709,69.66963713452037,carton,20,30.25518945538381
tomato,2025-08-28,2025-11-02,,165.9,0.61,pre-cooled,13.376652805659056,50.85299960012036,loose,66,0.0
tomato,2025-08-29,2025-11-02,4.3,121.6,,waxed,4.984731125600165,100.0,sealed_punnet,65,0.0
apple,2025-10-28,2025-11-02,11.3,126.4,1.05,waxed,13.71555331715683,,loose,5,31.66325053002157
grape,2025-08-17,2025-11-03,17.4,476.5,1.72,pre-cooled,15.66601282687332,77.42032064606201,perforated_bag,78,0.0
tomato,2025-09-05,2025-11-04,6.4,125.0,2.46,none,9.317146570527312,81.90676422189715,loose,60,0.0
orange,2025-09-11,2025-11-03,11.3,223.5,1.11,washed,11.35353230317353,76.87147486877333,carton,53,0.0
apple,2025-08-17,2025-11-02,15.0,142.0,2.28,pre-cooled,8.895915608612084,71.04782124266615,perforated_bag,77,0.0
apple,2025-08-26,2025-11-03,11.6,137.4,1.64,none,1.3938711792729297,62.543311306599925,carton,69,0.0
banana,2025-08-29,2025-11-02,20.1,125.5,,washed,8.016763947009283,69.06794874080606,,65,0.0
orange,2025-11-02,2025-11-04,12.4,,0.08,waxed,6.329510787612224,73.29712874258199,carton,2,30.552540580214174
tomato,2025-09-26,2025-11-02,,172.5,0.52,pre-cooled,4.817036222748777,73.64511058648505,sealed_punnet,37,0.0
banana,2025-08-24,2025-11-03,21.1,107.0,1.59,none,,94.31507734726779,sealed_punnet,71,0.0
orange,2025-09-16,2025-11-04,10.4,148.9,1.79,washed,3.415685049698215,83.24498389351886,carton,49,0.0
banana,2025-10-02,2025-11-02,21.4,161.8,,pre-cooled,6.948234576460843,94.11663885457773,sealed_punnet,31,0.0
apple,2025-10-15,2025-11-04,12.4,201.8,0.21,washed,4.538629107813405,,sealed_punnet,20,21.754976838695924
apple,2025-09-23,2025-11-03,11.5,219.4,5.0,waxed,,85.55872141356059,perforated_bag,41,0.0
apple,2025-10-12,2025-11-03,12.1,249.2,0.07,pre-cooled,4.797687812588671,75.83185352469779,perforated_bag,22,22.523012101695283
orange,2025-09-14,2025-11-03,,126.6,3.4,none,6.838246603810897,,sealed_punnet,50,0.0
banana,2025-08-27,2025-11-04,22.1,146.5,1.47,pre-cooled,5.55574914173973,91.19313979630682,perforated_bag,69,0.0
grape,2025-09-20,2025-11-02,20.9,253.4,1.44,none,6.094857735912806,66.6000906317646,sealed_punnet,43,0.0
orange,2025-10-26,2025-11-03,9.1,193.7,0.43,pre-cooled,2.4397631567149056,70.18429317232267,carton,8,26.117469634128394
strawberry,2025-08-20,2025-11-02,,189.1,,waxed,8.487186561675484,76.54088033005517,perforated_bag,74,0.0
strawberry,2025-10-16,2025-11-03,7.8,206.3,1.38,pre-cooled,3.765419162594365,,carton,18,0.0
banana,2025-10-17,2025-11-03,19.7,90.2,3.65,none,8.056370244509878,52.22093440554639,loose,17,0.0
strawberry,2025-09-01,2025-11-03,9.6,164.1,5.0,washed,9.864763848340761,61.07983727672311,loose,63,0.0
banana,2025-10-19,2025-11-02,22.2,147.6,,none,2.5522484424291525,80.17806586977143,sealed_punnet,14,0.0
strawberry,2025-10-23,2025-11-03,8.8,227.2,,none,,85.5459406428782,perforated_bag,11,0.0
grape,2025-10-07,2025-11-03,19.5,276.2,1.71,pre-cooled,5.530204302249411,,sealed_punnet,27,0.0
potato,2025-08-22,2025-11-04,4.4,273.5,1.59,pre-cooled,5.43675372354896,71.06220444514597,loose,74,0.0
orange,2025-11-02,2025-11-04,9.6,220.4,1.72,waxed,8.821198706838391,65.08654252307461,sealed_punnet,2,29.84310943621589
orange,2025-09-08,2025-11-02,11.3,203.0,1.69,pre-cooled,9.806599456936103,36.550409108483095,loose,55,0.0
banana,2025-09-03,2025-11-04,18.5,136.6,1.39,washed,8.656703291189896,86.39290517659146,perforated_bag,62,0.0
banana,2025-10-11,2025-11-03,19.4,101.5,,none,7.758071232165408,88.81829363042836,sealed_punnet,23,0.0
strawberry,2025-09-19,2025-11-02,6.3,,1.55,washed,3.440637092772544,72.23119575473916,sealed_punnet,44,0.0
grape,2025-09-17,2025-11-03,18.9,407.1,1.59,washed,8.810241718322015,78.59681694079363,carton,47,0.0
orange,2025-08-31,2025-11-04,13.0,168.0,0.12,washed,,50.340763593950726,loose,65,0.0
banana,2025-10-16,2025-11-03,20.2,121.2,1.45,washed,11.672371676870899,74.133806418651,perforated_bag,18,0.0
apple,2025-09-17,2025-11-03,11.0,127.4,,pre-cooled,11.823525102722856,67.9108927500941,perforated_bag,47,0.0
apple,2025-09-16,2025-11-02,14.4,126.0,,washed,,74.8185626964609,sealed_punnet,47,0.0
banana,2025-10-23,2025-11-03,18.1,155.6,,none,9.42887921075484,75.40302599498582,,11,0.0
potato,2025-10-06,2025-11-04,6.5,219.9,2.4,none,7.250610907008489,66.82993992536089,perforated_bag,29,16.863249090531347
strawberry,2025-09-11,2025-11-03,8.2,369.3,2.69,pre-cooled,18.186312925816136,66.77510281449683,loose,53,0.0
orange,2025-09-20,2025-11-03,11.6,207.6,2.28,washed,6.1678206539912415,95.0,sealed_punnet,44,0.0
banana,2025-09-15,2025-11-03,,140.3,1.89,pre-cooled,,70.14981826973722,sealed_punnet,49,0.0
orange,2025-11-01,2025-11-04,12.5,153.8,0.55,pre-cooled,4.270705151070109,61.96327091541346,loose,3,30.427359758071816
grape,2025-10-24,2025-11-03,21.4,,1.51,waxed,14.226640810877887,63.17661441736162,loose,10,0.8923582013282183
apple,2025-10-25,2025-11-02,14.0,163.4,0.44,waxed,6.4707795037618325,60.31817508913023,sealed_punnet,8,35.80208933764123
tomato,2025-10-10,2025-11-03,3.9,111.5,2.1,pre-cooled,3.9109486466769736,63.01295768322049,sealed_punnet,24,0.0
banana,2025-09-10,2025-11-02,21.6,142.8,0.81,none,7.1009085699698105,74.0232906251993,,53,0.0
banana,2025-10-22,2025-11-04,19.2,,0.82,none,16.563295687758625,72.02631184563906,loose,13,0.0
apple,2025-10-11,2025-11-02,10.4,125.6,3.21,washed,8.947950741337147,100.0,sealed_punnet,22,16.17527266052339
tomato,2025-10-10,2025-11-02,,124.1,3.58,waxed,9.769328921389148,84.8540181690694,carton,23,0.0
potato,2025-10-10,2025-11-02,4.3,313.8,0.74,pre-cooled,13.922805507083732,73.00325759047774,loose,23,28.768251020419267
banana,2025-08-23,2025-11-02,21.2,,2.23,pre-cooled,5.727803153126662,74.39602075009262,sealed_punnet,71,0.0
tomato,2025-10-11,2025-11-03,6.7,130.8,2.5,waxed,4.500879454541885,72.80913001788278,sealed_punnet,23,0.0
apple,2025-11-03,2025-09-29,11.1,163.7,0.46,none,5.126962910056353,49.40464165201716,loose,35,2.7330389631936995
grape,2025-08-18,2025-11-03,19.1,404.4,,waxed,4.776882180166784,62.55989984663887,perforated_bag,77,0.0
tomato,2025-08-31,2025-11-03,5.1,96.1,0.02,waxed,2.5422101963463444,80.36872162639845,sealed_punnet,64,0.0
banana,2025-10-06,2025-11-03,23.7,99.0,5.0,washed,2.7857493601154153,75.48299193935382,sealed_punnet,28,0.0
potato,2025-09-09,2025-11-02,7.0,230.2,2.59,none,1.4565316258972576,84.38280898459708,carton,54,0.0
apple,2025-09-22,2025-11-02,14.8,225.8,3.22,none,13.929654603762877,69.68377905411162,perforated_bag,41,0.0
apple,2025-10-27,2025-11-03,15.2,229.7,3.86,washed,10.37107794209302,75.25866510288299,perforated_bag,7,29.968141886154022
grape,2025-10-21,2025-11-04,17.2,213.8,0.56,none,7.372030842655375,83.06670157459894,carton,14,0.45638020831895043
apple,2025-10-23,2025-11-03,,193.6,0.23,waxed,7.136586248227007,66.80291198773247,sealed_punnet,11,31.408700748091036
grape,2025-09-07,2025-11-02,23.3,343.0,1.38,washed,5.597127204060482,80.06739692707555,carton,56,0.0
potato,2025-09-18,2025-11-02,7.2,,0.91,none,8.411213140079719,66.08640319247937,perforated_bag,45,5.0842295373214235
banana,2025-10-26,2025-11-03,22.7,92.6,2.65,pre-cooled,13.87030727821527,75.11525576101856,,8,3.6173613043019226
potato,2025-10-08,2025-11-03,6.0,285.1,1.03,waxed,0.011679973578006653,63.819882919644016,sealed_punnet,26,28.20408565470908
tomato,2025-08-26,2025-11-04,4.3,99.7,2.66,none,,86.42662282915742,carton,70,0.0
orange,2025-08-19,2025-11-03,12.8,223.3,1.96,pre-cooled,,56.051280000670324,loose,76,0.0
orange,2025-09-18,2025-11-02,12.3,191.3,1.94,washed,,44.991212539187515,loose,45,0.0
potato,2025-08-21,2025-11-04,4.6,321.6,1.24,washed,13.329607571542205,76.75440344580336,sealed_punnet,75,0.0
tomato,2025-10-02,2025-11-02,4.7,155.7,0.47,,17.775808491135045,56.508779263814226,loose,31,0.0
strawberry,2025-09-29,2025-11-04,7.7,306.0,0.86,pre-cooled,4.176743269633796,70.63979101819264,perforated_bag,36,0.0
orange,2025-10-21,2025-11-02,11.0,197.3,0.51,washed,6.072224414308899,54.273527733785066,loose,12,17.54735171400796
orange,2025-08-23,2025-11-02,9.4,146.0,5.0,pre-cooled,3.3061438444001876,90.06012721175688,carton,71,0.0
orange,2025-09-28,2025-11-04,12.0,141.6,1.14,washed,-2.2681680858184485,62.90515514510352,sealed_punnet,37,0.0
banana,2025-10-28,2025-11-03,22.5,119.6,0.75,washed,15.688296274317963,61.43442156365884,loose,6,2.7856493823268673
potato,2025-08-17,2025-11-04,7.5,173.1,3.88,none,11.106194187714664,100.0,perforated_bag,79,0.0
strawberry,2025-10-11,2025-11-04,9.4,246.3,2.72,waxed,5.548541051549681,82.6920464888916,carton,24,0.0
tomato,2025-10-13,2025-11-04,6.6,194.4,2.93,waxed,6.239764907840312,73.69606447796164,perforated_bag,22,0.0
grape,2025-10-29,2025-11-02,22.2,293.3,1.92,none,,81.0762054855862,sealed_punnet,4,7.3340063854137325
banana,2025-08-30,2025-11-03,22.5,141.7,1.14,none,5.717205317875663,70.09116042339241,perforated_bag,65,0.0
potato,2025-10-16,2025-11-03,,193.3,0.19,waxed,4.715234357232765,59.72165271540211,perforated_bag,18,32.98310460547291
apple,2025-08-17,2025-11-04,15.0,238.8,3.59,waxed,-4.276835700277725,,perforated_bag,79,0.0
banana,2025-10-23,2025-11-04,20.2,127.0,0.47,none,2.777943645047809,,sealed_punnet,12,0.0
grape,2025-09-26,2025-11-03,23.0,210.7,1.35,washed,1.6383418529567138,75.59484939997162,perforated_bag,38,0.0
potato,2025-09-14,2025-11-03,4.8,311.9,0.19,none,11.942723516391592,,loose,50,0.0
grape,2025-09-05,2025-11-03,21.2,191.5,,waxed,4.541110168486359,81.92651316950338,sealed_punnet,59,0.0
tomato,2025-10-09,2025-11-02,6.5,141.1,1.32,waxed,,75.94894408786823,loose,24,0.0
grape,2025-08-29,2025-11-04,17.5,386.4,1.23,pre-cooled,6.195258739207478,85.98969995819138,perforated_bag,67,0.0
potato,2025-09-17,2025-11-04,5.9,193.8,1.04,waxed,10.404318804198596,85.95436282679029,sealed_punnet,48,2.678525237215439
apple,2025-09-14,2025-11-04,12.7,164.6,2.04,waxed,17.07913072367174,72.0954708216241,loose,51,0.0
bananna,2025-10-05,2025-11-02,20.8,,0.4,washed,5.4815508640999635,,sealed_punnet,28,0.0
